Release date,Title,Genre,Runtime,Language,Type,Rating,Original Index
2022-10-06,The Joys and Sorrows of Young Yuguo,Documentary,0 days 00:28:00,English,Documentaries,7.7,895
2022-10-07,Doll House,Drama,0 days 01:46:00,Filipino,Feature films,6.3,896
2022-10-07,Luckiest Girl Alive,Mystery,0 days 01:55:00,English,Feature films,6.4,897
2022-10-07,Old People,Horror,0 days 01:41:00,German,Feature films,5.1,898
2022-10-07,The Redeem Team,Documentary,0 days 01:38:00,English,Documentaries,7.4,899
2022-10-11,Someone Borrowed,Romantic comedy,0 days 01:47:00,Portuguese,Feature films,5.7,900
2022-10-14,The Curse of Bridge Hollow,Comedy,0 days 01:31:00,English,Feature films,5.6,901
2022-10-18,LiSA: Another Great Day,Documentary,0 days 01:37:00,Japanese,Documentaries,,902
2022-10-19,The School for Good and Evil,Children's fantasy,0 days 02:28:00,English,Feature films,5.9,903
2022-10-19,The Stranger,Thriller,0 days 01:57:00,English,Feature films,6.6,904
2022-10-21,20th Century Girl,Romantic,0 days 02:01:00,Korean,Feature films,7.3,905
2022-10-21,Descendant,Documentary,0 days 01:49:00,English,Documentaries,7.1,906
2022-10-25,Barbie Epic Road Trip,Animation / interactive fiction,0 days 00:36:00,English,Specials,,907
2022-10-26,Fugitive: The Curious Case of Carlos Ghosn,Documentary,0 days 01:35:00,English,Documentaries,6.5,908
2022-10-26,Hellhole,Horror,0 days 01:30:00,Polish,Feature films,5.8,909
2022-10-26,Robbing Mussolini,Action comedy,0 days 01:30:00,Italian,Feature films,5.4,910
2022-10-26,The Good Nurse,Drama,0 days 02:03:00,English,Feature films,6.8,911
2022-10-27,Beyond the Universe,Romantic drama,0 days 02:07:00,Portuguese,Feature films,6.6,912
2022-10-28,All Quiet on the Western Front,War drama,0 days 02:28:00,German,Feature films,7.8,913
2022-10-28,Cici,Drama,0 days 02:31:00,Turkish,Feature films,,914
2022-10-28,Wendell & Wild,Stop motion fantasy horror comedy,0 days 01:46:00,English,Feature films,6.4,915
2022-10-28,Wild Is the Wind,Crime drama,0 days 02:03:00,English,Feature films,5.6,916
2022-11-01,The Takeover,Action / thriller,0 days 01:28:00,Dutch,Feature films,5.4,917
2022-11-05,Orgasm Inc: The Story of OneTaste,Documentary,0 days 01:29:00,English,Documentaries,5.8,918
2022-11-08,Triviaverse,Interactive fiction / Quiz show,0 days 00:06:00,English,Shorts,6.2,919
2022-11-09,The Soccer Football Movie,Animation,0 days 01:13:00,English,Feature films,3.1,920
2022-11-10,Falling for Christmas,Romantic comedy,0 days 01:35:00,English,Feature films,5.2,921
2022-11-10,Lost Bullet 2: Back for More,Action,0 days 01:40:00,French,Feature films,6.3,922
2022-11-10,State of Alabama vs. Brittany Smith,Documentary,0 days 00:40:00,English,Documentaries,6.0,923
2022-11-11,Capturing the Killer Nurse,Documentary,0 days 01:35:00,English,Documentaries,6.4,924
2022-11-11,Don't Leave,Drama,0 days 01:47:00,Turkish,Feature films,5.2,925
2022-11-11,Is That Black Enough for You?!?,Documentary,0 days 02:15:00,English,Documentaries,7.3,926
2022-11-11,"Monica, O My Darling",Neo-noir comedy thriller,0 days 02:10:00,Hindi,Feature films,7.4,927
2022-11-11,My Father's Dragon,Animated fantasy adventure,0 days 01:43:00,English,Feature films,6.5,928
2022-11-14,Stutz,Documentary,0 days 01:36:00,English,Documentaries,7.8,929
2022-11-16,In Her Hands,Documentary,0 days 01:33:00,English,Documentaries,6.7,930
2022-11-16,Racionais MC's: From the Streets of São Paulo,Documentary,0 days 01:56:00,Portuguese,Documentaries,8.2,931
2022-11-16,The Lost Lotteries,Comedy,0 days 01:46:00,Thai,Feature films,5.5,932
2022-11-16,The Wonder,Psychological drama,0 days 01:49:00,English,Feature films,6.6,933
2022-11-17,Christmas with You,Romantic comedy,0 days 01:30:00,English,Feature films,5.6,934
2022-11-17,I Am Vanessa Guillen,Documentary,0 days 01:36:00,English,Documentaries,6.3,935
2022-11-18,Making ATHENA,Making-of,0 days 00:37:00,French,Specials,,936
2022-11-18,Slumberland,Fantasy adventure,0 days 02:00:00,English,Feature films,6.7,937
2022-11-23,Christmas on Mistletoe Farm,Comedy,0 days 01:43:00,English,Feature films,4.5,938
2022-11-23,Lesson Plan,Crime drama,0 days 01:39:00,Polish,Feature films,5.0,939
2022-11-23,The Swimmers,Drama,0 days 02:15:00,English,Feature films,7.4,940
2022-11-23,Who's a Good Boy?,Comedy,0 days 01:35:00,Spanish,Feature films,4.7,941
2022-11-24,The Noel Diary,Drama,0 days 01:40:00,English,Feature films,6.1,942
2022-11-25,Ghislaine Maxwell: Filthy Rich,Documentary,0 days 01:41:00,English,Documentaries,6.1,943
2022-11-25,The Last Dolphin King,Documentary,0 days 01:34:00,Spanish,Documentaries,5.7,944
2022-11-30,A Man of Action,Biopic,0 days 01:51:00,Spanish,Feature films,6.4,945
2022-11-30,Christmas Full of Grace,Romantic comedy,0 days 01:45:00,Portuguese,Feature films,4.5,946
2022-11-30,My Name Is Vendetta,Thriller,0 days 01:30:00,Italian,Feature films,5.6,947
2022-11-30,Take Your Pills: Xanax,Documentary,0 days 01:30:00,English,Documentaries,6.1,948
2022-12-01,Qala,Drama,0 days 01:59:00,Hindi,Feature films,7.2,949
2022-12-01,The Masked Scammer,Documentary,0 days 01:30:00,English,Documentaries,6.1,950
2022-12-01,Troll,Monster,0 days 01:43:00,Norwegian,Feature films,5.8,951
2022-12-02,"""Sr.""",Documentary,0 days 01:30:00,English,Documentaries,,952
2022-12-02,Lady Chatterley's Lover,Romantic drama,0 days 02:07:00,English,Feature films,6.6,953
2022-12-02,Scrooge: A Christmas Carol,Animation,0 days 01:41:00,English,Feature films,6.2,954
2022-12-06,Delivery by Christmas,Romantic comedy,0 days 01:40:00,Polish,Feature films,5.6,955
2022-12-07,Burning Patience,Drama,0 days 01:30:00,Spanish,Feature films,6.0,956
2022-12-07,The Marriage App,Drama,0 days 01:41:00,Spanish,Feature films,5.5,957
2022-12-08,In Broad Daylight: The Narvarte Case,Documentary,0 days 01:48:00,Spanish,Documentaries,6.4,958
2022-12-08,The Claus Family 3,Fantasy,0 days 01:13:00,Dutch,Feature films,4.5,959
2022-12-08,The Elephant Whisperers,Documentary,0 days 00:41:00,Tamil,Documentaries,7.5,960
2022-12-09,Guillermo del Toro's Pinocchio,Stop motion fantasy musical drama,0 days 01:56:00,English,Feature films,7.6,961
2022-12-09,Guillermo del Toro's Pinocchio: Handcarved Cinema,Making-of,0 days 00:30:00,English,Specials,7.6,962
2022-12-14,I Believe in Santa,Romantic comedy,0 days 01:30:00,English,Feature films,4.5,963
2022-12-14,Kangaroo Valley,Documentary,0 days 01:16:00,English,Documentaries,7.3,964
2022-12-15,The Big 4,Action comedy,0 days 02:21:00,Indonesian,Feature films,6.1,965
2022-12-16,"Bardo, False Chronicle of a Handful of Truths",Comedy,0 days 02:39:00,Spanish,Feature films,,966
2022-12-16,Private Lesson,Romantic comedy,0 days 01:29:00,Turkish,Feature films,4.6,967
2022-12-16,The Volcano: Rescue from Whakaari,Documentary,0 days 01:38:00,English,Documentaries,7.3,968
2022-12-20,A Not So Merry Christmas,Comedy,0 days 01:40:00,Spanish,Feature films,4.7,969
2022-12-20,The Seven Deadly Sins: Grudge of Edinburgh Part 1,Anime,0 days 00:52:00,Japanese,Specials,5.6,970
2022-12-23,Glass Onion: A Knives Out Mystery,Murder mystery,0 days 02:19:00,English,Feature films,,971
2022-12-28,A Night at the Kindergarten,Black comedy,0 days 01:37:00,Polish,Feature films,5.6,972
2022-12-28,Stuck with You,Romantic comedy,0 days 00:59:00,French,Specials,5.4,973
2022-12-30,White Noise,Black comedy,0 days 02:16:00,English,Feature films,5.7,974
2023-01-06,Mumbai Mafia: Police vs The Underworld,Documentary,0 days 01:27:00,English,Documentaries,,975
2023-01-06,The Pale Blue Eye,Historical thriller drama,0 days 02:10:00,English,Feature films,,976
2023-01-10,The Hatchet Wielding Hitchhiker,Documentary,0 days 01:25:00,English,Documentaries,6.2,977
2023-01-11,Noise,Drama,0 days 01:45:00,Spanish,Feature films,3.5,978
2023-01-13,Disconnect: The Wedding Planner,Romantic comedy,0 days 01:47:00,English,Feature films,,979
2023-01-13,Dog Gone,Family drama,0 days 01:35:00,English,Feature films,6.1,980
2023-01-19,Alkhallat+,Satirical thriller,0 days 01:57:00,Arabic,Feature films,,981
2023-01-20,Big Mäck: Gangsters and Gold,Documentary,0 days 01:30:00,German,Documentaries,,982
2023-01-20,Jung E,Sci-fi action / adventure,0 days 01:39:00,Korean,Feature films,,983
2023-01-20,Mission Majnu,Spy thriller,0 days 02:09:00,Hindi,Feature films,7.0,984
2023-01-25,The Price of Family,Comedy,0 days 01:30:00,Italian,Feature films,,985
2023-01-27,You People,Comedy,0 days 01:58:00,English,Feature films,5.5,986
2023-01-31,"Pamela, a Love Story",Documentary,0 days 01:52:00,English,Documentaries,,987
2023-02-03,Infiesto,Thriller,0 days 01:36:00,Spanish,Feature films,5.6,988
2023-02-03,True Spirit,Biopic,0 days 01:49:00,English,Feature films,6.8,989
2023-02-09,Dear David,Coming-of-age romantic drama,0 days 01:58:00,Indonesian,Feature films,4.8,990
2023-02-10,Your Place or Mine,Romantic comedy,0 days 01:51:00,English,Feature films,5.7,991
2023-02-13,Squared Love All Over Again,Romantic comedy,0 days 01:40:00,Polish,Feature films,4.6,992
2023-02-14,All the Places,Comedy-drama,0 days 01:37:00,Spanish,Feature films,5.6,993
2023-02-17,Unlocked,Thriller,0 days 01:57:00,Korean,Feature films,6.4,994
2023-02-20,Making All Quiet on the Western Front,Making of,0 days 00:18:00,German,Shorts,,995
2023-02-22,The Strays,Drama,0 days 01:37:00,English,Feature films,4.9,996
2023-02-23,Call Me Chihiro,Drama,0 days 02:11:00,Japanese,Feature films,6.9,997
2023-02-24,We Have a Ghost,Family adventure,0 days 02:07:00,English,Feature films,6.1,998
2023-02-28,A Whole Lifetime with Jamie Demetriou,Comedy,0 days 00:52:00,English,Specials,6.1,999
2023-03-01,Tonight You're Sleeping with Me,Romantic drama,0 days 01:33:00,Polish,Feature films,3.8,1000
2023-03-03,10 Days of a Good Man,Drama,0 days 02:04:00,Turkish,Feature films,6.5,1001
2023-03-03,Love at First Kiss,Romantic comedy,0 days 01:36:00,Spanish,Feature films,,1002
2023-03-08,Faraway,Romantic comedy,0 days 01:49:00,English,Feature films,6.7,1003
2023-03-10,Have a Nice Day!,Comedy,0 days 01:33:00,Spanish,Feature films,5.3,1004
2023-03-10,Luther: The Fallen Sun,Crime drama,0 days 02:10:00,English,Feature films,6.4,1005
2023-03-15,Money Shot: The Pornhub Story,Documentary,0 days 01:34:00,English,Documentaries,5.4,1006
2023-03-17,Caught Out: Crime. Corruption. Cricket.,Documentary,0 days 01:17:00,English,Documentaries,,1007
2023-03-17,In His Shadow,Drama,0 days 01:29:00,French,Feature films,4.8,1008
2023-03-17,Noise,Thriller,0 days 01:30:00,Dutch,Feature films,3.5,1009
2023-03-17,The Magician's Elephant,Animation,0 days 01:43:00,English,Feature films,6.6,1010
2023-03-21,We Lost Our Human,Animation / interactive fiction,0 days 01:43:00,English,Specials,6.3,1011
2023-03-24,Chor Nikal Ke Bhaga,Heist thriller,0 days 01:50:00,Hindi,Feature films,7.2,1012
2023-03-31,Kill Boksoon,Crime thriller,0 days 02:19:00,Korean,Feature films,6.6,1013
2023-03-31,Murder Mystery 2,Mystery comedy,0 days 01:30:00,English,Feature films,5.7,1014
2023-04-05,Lewis Capaldi: How I'm Feeling Now,Documentary,0 days 01:36:00,English,Documentaries,7.3,1015
2023-04-07,Chupa,Fantasy adventure,0 days 01:38:00,English,Feature films,5.5,1016
2023-04-07,Kings of Mulberry Street: Let Love Reign,Comedy,0 days 01:49:00,English,Feature films,4.6,1017
2023-04-07,Oh Belinda,Drama,0 days 01:37:00,Turkish,Feature films,5.3,1018
2023-04-08,Hunger,Thriller drama,0 days 02:10:00,Thai,Feature films,6.6,1019
2023-04-14,Phenomena,Comedy,0 days 01:34:00,Spanish,Feature films,5.4,1020
2023-04-14,Queens on the Run,Comedy,0 days 01:37:00,Spanish,Feature films,5.0,1021
2023-04-14,Weathering,Thriller,0 days 00:20:00,English,Shorts,4.2,1022
2023-04-18,Longest Third Date,Documentary,0 days 01:15:00,English,Documentaries,6.4,1023
2023-04-19,Mighty Morphin Power Rangers: Once & Always,Superhero science fiction,0 days 00:55:00,English,Specials,5.7,1024
2023-04-21,A Tourist's Guide to Love,Romantic comedy,0 days 01:36:00,English,Feature films,5.8,1025
2023-04-21,Chokehold,Thriller,0 days 01:52:00,Turkish,Feature films,5.7,1026
2023-04-21,One More Time,Comedy,0 days 01:25:00,Swedish,Feature films,5.7,1027
2023-04-25,The Light We Carry: Michelle Obama & Oprah Winfrey,Interview,0 days 01:30:00,English,Specials,,1028
2023-04-26,"Kiss, Kiss!",Romantic comedy,0 days 01:47:00,Polish,Feature films,,1029
2023-04-27,The Matchmaker,Psychological thriller,0 days 01:21:00,Arabic,Feature films,3.7,1030
2023-04-28,AKA,Action thriller,0 days 02:04:00,French,Feature films,6.6,1031
2023-05-11,Royalteen: Princess Margrethe,Coming-of-age,0 days 01:38:00,Norwegian,Feature films,4.6,1032
2023-05-12,The Mother,Action drama,0 days 01:57:00,English,Feature films,5.6,1033
2023-05-16,Anna Nicole Smith: You Don't Know Me,Documentary,0 days 01:56:00,English,Documentaries,6.4,1034
2023-05-17,Fanfic,Drama,0 days 01:35:00,Polish,Feature films,5.7,1035
2023-05-19,Kathal – A Jackfruit Mystery,Dark crime dramedy,0 days 01:55:00,Hindi,Feature films,,1036
2023-05-23,Victim/Suspect,Documentary,0 days 01:35:00,English,Documentaries,6.9,1037
2023-05-24,Hard Feelings,Comedy,0 days 01:43:00,German,Feature films,4.8,1038
2023-05-24,Mother's Day,Action,0 days 01:34:00,Polish,Feature films,5.3,1039
2023-05-26,Blood and Gold,Western,0 days 01:40:00,German,Feature films,,1040
2023-05-26,Where the Tracks End,Family film,0 days 01:35:00,Spanish,Feature films,7.0,1041
2023-06-01,A Beautiful Life,Drama,0 days 01:39:00,Danish,Feature films,6.4,1042
2023-06-02,Missed Connections,Romantic comedy,0 days 01:47:00,Filipino,Feature films,4.2,1043
2023-06-02,Rich in Love 2,Romantic comedy,0 days 01:29:00,Portuguese,Feature films,4.8,1044
2023-06-09,The Wonder Weeks,Comedy drama,0 days 01:50:00,Dutch,Feature films,4.7,1045
2023-06-09,You Do You,Romantic comedy,0 days 01:39:00,Turkish,Feature films,5.0,1046
2023-06-16,Black Clover: Sword of the Wizard King,Anime,0 days 01:53:00,Japanese,Feature films,7.4,1047
2023-06-16,Extraction 2,Action thriller,0 days 02:03:00,English,Feature films,7.6,1048
2023-06-17,Tudum 2023: A Global Fan Event,Fan event,0 days 02:46:00,English,Specials,,1049
2023-06-19,Take Care of Maya,Documentary,0 days 01:43:00,English,Documentaries,7.8,1050
2023-06-23,King of Clones,Documentary,0 days 01:25:00,English,Documentaries,6.1,1051
2023-06-23,Make Me Believe,Romantic comedy,0 days 01:44:00,Turkish,Feature films,5.6,1052
2023-06-23,The Perfect Find,Romantic comedy,0 days 01:39:00,English,Feature films,5.2,1053
2023-06-23,Through My Window 2: Across the Sea,Romance,0 days 01:51:00,Spanish,Feature films,,1054
2023-06-23,iNumber Number: Jozi Gold,Thriller,0 days 01:53:00,English,Feature films,4.3,1055
2023-06-28,Eldorado: Everything the Nazis Hate,Documentary,0 days 01:32:00,English,Documentaries,7.5,1056
2023-06-29,Lust Stories 2,Anthology film,0 days 02:12:00,Hindi,Feature films,5.8,1057
2023-06-30,Nimona,Animated science fiction,0 days 01:42:00,English,Feature films,7.5,1058
2023-07-03,Unknown: The Lost Pyramid,Documentary,0 days 01:24:00,English,Documentaries,6.7,1059
2023-07-05,Wham!,Documentary,0 days 01:32:00,English,Documentaries,7.5,1060
2023-07-06,Gold Brick,Comedy,0 days 01:35:00,French,Feature films,6.2,1061
2023-07-07,Seasons,Romance,0 days 01:49:00,Filipino,Feature films,5.1,1062
2023-07-07,The Out-Laws,Action comedy,0 days 01:35:00,English,Feature films,5.4,1063
2023-07-10,Unknown: Killer Robots,Documentary,0 days 01:08:00,English,Documentaries,6.4,1064
2023-07-12,Mr. Car and the Knights Templar,Drama,0 days 01:50:00,Polish,Feature films,4.3,1065
2023-07-14,Bird Box Barcelona,Post-apocalyptic horror-thriller,0 days 01:51:00,Spanish,Feature films,,1066
2023-07-14,Love Tactics 2,Romantic comedy,0 days 01:38:00,Turkish,Feature films,4.9,1067
2023-07-17,Unknown: Cave of Bones,Documentary,0 days 01:34:00,English,Documentaries,6.7,1068
2023-07-19,The (Almost) Legends,Comedy,0 days 01:36:00,Spanish,Feature films,6.4,1069
2023-07-19,The Deepest Breath,Documentary,0 days 01:50:00,English,Documentaries,7.7,1070
2023-07-21,They Cloned Tyrone,Sci-fi comedy mystery,0 days 01:59:00,English,Feature films,6.6,1071
2023-07-24,Unknown: Cosmic Time Machine,Documentary,0 days 01:04:00,English,Documentaries,7.2,1072
2023-07-26,Missing: The Lucie Blackman Case[a],Documentary,0 days 01:22:00,English,Documentaries,,1073
2023-07-26,Tokyo Crime Squad: The Lucie Blackman Case[b],Documentary,0 days 01:41:00,Japanese,Documentaries,,1074
2023-07-27,Happiness for Beginners,Romantic comedy,0 days 01:43:00,English,Feature films,6.1,1075
2023-07-27,Paradise,Sci-fi action-thriller,0 days 01:58:00,German,Feature films,6.3,1076
2023-07-27,The Lady of Silence: The Mataviejitas Murders,Documentary,0 days 01:51:00,Spanish,Documentaries,6.4,1077
2023-07-27,The Murderer,Black comedy,0 days 02:00:00,Thai,Feature films,6.1,1078
2023-07-27,Today We'll Talk About That Day,Melodrama,0 days 01:58:00,Indonesian,Feature films,5.6,1079
2023-07-28,Big Nunu's Little Heist,Comedy,0 days 01:32:00,Zulu,Feature films,4.1,1080
2023-08-01,Untold: Jake Paul the Problem Child,Documentary,0 days 01:12:00,English,Documentaries,,1081
2023-08-02,Mark Cavendish: Never Enough,Documentary,0 days 01:32:00,English,Documentaries,7.4,1082
2023-08-02,Poisoned: The Dirty Truth About Your Food,Documentary,0 days 01:22:00,English,Documentaries,6.8,1083
2023-08-02,Soulcatcher,Thriller,0 days 01:38:00,Polish,Feature films,3.7,1084
2023-08-03,Head to Head,Thriller comedy,0 days 01:34:00,Arabic,Feature films,6.4,1085
2023-08-03,Zom 100: Bucket List of the Dead,Zombie apocalypse / comedy,0 days 02:09:00,Japanese,Feature films,6.6,1086
2023-08-08,The Seven Deadly Sins: Grudge of Edinburgh Part 2,Anime,0 days 00:54:00,Japanese,Specials,6.2,1087
2023-08-08,Untold: Johnny Football,Documentary,0 days 01:12:00,English,Documentaries,,1088
2023-08-11,Heart of Stone,Spy thriller,0 days 02:05:00,English,Feature films,5.7,1089
2023-08-15,Untold: Hall of Shame,Documentary,0 days 01:18:00,English,Documentaries,,1090
2023-08-17,A Life Too Short: The Isabella Nardoni Case,Documentary,0 days 01:44:00,Portuguese,Documentaries,6.0,1091
2023-08-18,10 Days of a Bad Man,Drama,0 days 02:04:00,Turkish,Feature films,6.1,1092
2023-08-18,"Love, Sex & 30 Candles",Drama,0 days 01:46:00,English,Feature films,,1093
2023-08-18,The Monkey King,Animated action comedy,0 days 01:36:00,English,Feature films,5.8,1094
2023-08-23,Squared Love Everlasting,Romantic comedy,0 days 01:42:00,Polish,Feature films,4.4,1095
2023-08-25,Killer Book Club,Slasher,0 days 01:29:00,Spanish,Feature films,4.6,1096
2023-08-25,You Are So Not Invited to My Bat Mitzvah,Coming-of-age,0 days 01:43:00,English,Feature films,6.0,1097
2023-08-30,The Great Seduction,Comedy,0 days 01:35:00,Spanish,Feature films,6.5,1098
2023-08-31,Choose Love,Romantic comedy / interactive fiction,0 days 01:17:00,English,Specials,5.0,1099
2023-09-01,A Day and a Half,Thriller,0 days 01:35:00,Swedish,Feature films,5.8,1100
2023-09-01,Friday Night Plan,Coming-of-age,0 days 01:48:00,Hindi,Feature films,6.5,1101
2023-09-01,Happy Ending,Comedy,0 days 01:33:00,Dutch,Feature films,5.4,1102
2023-09-06,Scouts Honor: The Secret Files of the Boy Scouts of America,Documentary,0 days 01:34:00,English,Documentaries,,1103
2023-09-07,What If?,Romantic drama,0 days 01:52:00,Filipino,Feature films,8.7,1104
2023-09-08,Rosa Peral's Tapes,Documentary,0 days 01:20:00,Spanish,Documentaries,5.4,1105
2023-09-13,Freestyle,Thriller,0 days 01:28:00,Polish,Feature films,4.8,1106
2023-09-14,Ehrengard: The Art of Seduction,Romantic comedy,0 days 01:34:00,Danish,Feature films,5.8,1107
2023-09-14,Lifting the Veil: Behind the Scenes of Ehrengard,Behind the scenes,0 days 00:40:00,Danish,Specials,7.2,1108
2023-09-14,Once Upon a Crime,Fantasy,0 days 01:47:00,Japanese,Feature films,5.3,1109
2023-09-15,El Conde,Black comedy,0 days 01:51:00,Spanish,Feature films,6.4,1110
2023-09-15,Love at First Sight,Romance,0 days 01:31:00,English,Feature films,6.8,1111
2023-09-19,The Saint of Second Chances,Documentary,0 days 01:34:00,English,Documentaries,7.5,1112
2023-09-21,Jaane Jaan,Thriller,0 days 02:19:00,Hindi,Feature films,7.0,1113
2023-09-22,Spy Kids: Armageddon,Action-adventure,0 days 01:37:00,English,Feature films,4.3,1114
2023-09-22,The Black Book,Thriller,0 days 02:04:00,English,Feature films,5.2,1115
2023-09-27,Forgotten Love,Drama,0 days 02:20:00,Polish,Feature films,7.5,1116
2023-09-27,Overhaul,Action drama,0 days 01:38:00,Portuguese,Feature films,4.8,1117
2023-09-27,Street Flow 2,Drama,0 days 01:38:00,French,Feature films,5.2,1118
2023-09-27,The Wonderful Story of Henry Sugar,Adventure comedy,0 days 00:39:00,English,Specials,7.4,1119
2023-09-28,"Ice Cold: Murder, Coffee and Jessica Wongso",Documentary,0 days 01:26:00,Indonesian,Documentaries,5.9,1120
2023-09-28,Love Is in the Air,Romantic comedy,0 days 01:28:00,English,Feature films,5.9,1121
2023-09-28,The Darkness within La Luz del Mundo,Documentary,0 days 01:54:00,Spanish,Documentaries,6.9,1122
2023-09-28,The Swan,Comedy,0 days 00:17:00,English,Shorts,6.8,1123
2023-09-29,Do Not Disturb,Dramedy,0 days 01:54:00,Turkish,Feature films,6.3,1124
2023-09-29,Nowhere,Thriller,0 days 01:49:00,Spanish,Feature films,6.3,1125
2023-09-29,Reptile,Crime drama,0 days 02:16:00,English,Feature films,6.8,1126
2023-09-29,The Rat Catcher,Comedy,0 days 00:17:00,English,Shorts,6.5,1127
2023-09-30,Poison,Comedy,0 days 00:17:00,English,Shorts,6.8,1128
2023-10-04,Keys to the Heart,Drama,0 days 01:42:00,Filipino,Feature films,6.4,1129
2023-10-04,Race to the Summit,Documentary,0 days 01:30:00,German,Documentaries,6.7,1130
2023-10-05,Khufiya,Spy thriller,0 days 02:37:00,Hindi,Feature films,6.1,1131
2023-10-06,A Deadly Invitation,Drama,0 days 01:33:00,Spanish,Feature films,5.1,1132
2023-10-06,Ballerina,Thriller,0 days 01:33:00,Korean,Feature films,6.2,1133
2023-10-06,Fair Play,Erotic thriller,0 days 01:55:00,English,Feature films,6.4,1134
2023-10-11,Once Upon a Star,Drama,0 days 02:18:00,Thai,Feature films,7.0,1135
2023-10-13,The Conference,Slasher comedy,0 days 01:40:00,Swedish,Feature films,5.7,1136
2023-10-13,Ìjọ̀gbọ̀n,Drama,0 days 01:55:00,Yoruba,Feature films,,1137
2023-10-15,Camp Courage,Documentary,0 days 00:33:00,Ukrainian,Documentaries,6.6,1138
2023-10-17,The Devil on Trial,Documentary,0 days 01:21:00,English,Documentaries,5.6,1139
2023-10-19,Crypto Boy,Drama,0 days 01:43:00,Dutch,Feature films,5.7,1140
2023-10-20,Disco Inferno,Horror,0 days 00:18:00,English,Shorts,3.7,1141
2023-10-20,Flashback,Horror,0 days 00:16:00,English,Shorts,5.6,1142
2023-10-20,Kandasamys: The Baby,Comedy,0 days 01:33:00,English,Feature films,4.8,1143
2023-10-20,Old Dads,Comedy,0 days 01:44:00,English,Feature films,6.2,1144
2023-10-20,Vjeran Tomic: The Spider-Man of Paris,Documentary,0 days 01:26:00,French,Documentaries,6.6,1145
2023-10-25,Burning Betrayal,Thriller,0 days 01:38:00,Portuguese,Feature films,4.1,1146
2023-10-25,The After,Drama,0 days 00:18:00,English,Shorts,6.2,1147
2023-10-26,Onefour: Against All Odds,Documentary,0 days 01:22:00,English,Documentaries,,1148
2023-10-27,Pain Hustlers,Crime drama,0 days 02:04:00,English,Feature films,6.5,1149
2023-10-27,Sister Death,Horror,0 days 01:30:00,Spanish,Feature films,5.7,1150
2023-10-27,Yellow Door: '90s Lo-fi Film Club,Documentary,0 days 01:24:00,Korean,Documentaries,6.6,1151
2023-11-01,Hurricane Season,Drama,0 days 01:39:00,Spanish,Feature films,5.8,1152
2023-11-01,Locked In,Psychological thriller,0 days 01:36:00,English,Feature films,5.1,1153
2023-11-01,Nuovo Olimpo,Romance,0 days 01:52:00,Italian,Feature films,7.2,1154
2023-11-01,Wingwomen,Action dramedy,0 days 01:55:00,French,Feature films,5.7,1155
2023-11-02,Higuita: The Way of the Scorpion,Documentary,0 days 01:30:00,Spanish,Documentaries,6.7,1156
2023-11-03,Nyad,Biopic,0 days 02:01:00,English,Feature films,7.1,1157
2023-11-03,Sly,Documentary,0 days 01:36:00,English,Documentaries,7.0,1158
2023-11-08,Cyberbunker: The Criminal Underworld,Documentary,0 days 01:41:00,English,Documentaries,6.4,1159
2023-11-09,Temple of Film: 100 Years of the Egyptian Theatre,Documentary,0 days 00:11:00,English,Shorts,6.3,1160
2023-11-10,The Killer,Neo-noir action thriller,0 days 01:59:00,English,Feature films,6.7,1161
2023-11-14,The Netflix Cup,Sports event,0 days 02:35:00,English,Specials,3.6,1162
2023-11-16,Best. Christmas. Ever!,Romantic comedy,0 days 01:21:00,English,Feature films,4.4,1163
2023-11-16,In Love and Deep Water,Romantic mystery comedy,0 days 02:07:00,Japanese,Feature films,5.1,1164
2023-11-17,All-Time High,Comedy,0 days 01:43:00,French,Feature films,5.7,1165
2023-11-17,Believer 2,Crime action,0 days 01:56:00,Korean,Feature films,5.6,1166
2023-11-17,Rustin,Biographical drama,0 days 01:48:00,English,Feature films,6.5,1167
2023-11-17,The Dads,Documentary,0 days 00:11:00,English,Shorts,6.3,1168
2023-11-17,The Queenstown Kings,Drama,0 days 02:17:00,Xhosa,Feature films,4.4,1169
2023-11-20,Stamped from the Beginning,Documentary,0 days 01:32:00,English,Documentaries,6.5,1170
2023-11-21,Leo,Animated musical,0 days 01:46:00,English,Feature films,7.1,1171
2023-11-22,I Don't Expect Anyone to Believe Me,Comedy-thriller,0 days 01:57:00,Spanish,Feature films,5.7,1172
2023-11-24,Doi Boy,Drama,0 days 01:39:00,Thai,Feature films,5.5,1173
2023-11-24,Elena Knows,Drama,0 days 01:40:00,Spanish,Feature films,5.4,1174
2023-11-24,Ilary Blasi: The One and Only,Documentary,0 days 01:20:00,Italian,Documentaries,,1175
2023-11-24,Last Call for Istanbul,Drama,0 days 01:31:00,Turkish,Feature films,5.3,1176
2023-11-24,Wedding Games,Comedy,0 days 01:19:00,Portuguese,Feature films,4.0,1177
2023-11-29,American Symphony,Documentary,0 days 01:43:00,English,Documentaries,6.8,1178
2023-11-30,Family Switch,Comedy,0 days 01:45:00,English,Feature films,5.7,1179
2023-11-30,The Bad Guys: A Very Bad Holiday,CG animated heist comedy,0 days 00:25:00,English,Specials,5.1,1180
2023-12-06,Christmas As Usual,Romantic comedy,0 days 01:29:00,Norwegian,Feature films,,1181
2023-12-07,NAGA,Thriller,0 days 01:53:00,Arabic,Feature films,,1182
2023-12-07,The Archies,Musical,0 days 02:23:00,Hindi,Feature films,4.2,1183
